LigandID;heavyAtomSize;flexibility
183;28;0.173077
184;29;0.05
185;29;0.148936
186;30;0.236364
187;37;0.12069
188;22;0
189;41;0.16092
18A;22;0.113636
18B;43;0.134146
18C;40;0.3
18D;22;0.162791
18E;20;0
18F;22;0.0731707
18G;29;0.109091
18H;27;0.0980392
18I;37;0.142857
18J;23;0.111111
18K;23;0.0930233
18L;29;0.298507
18M;29;0.145833
18N;15;0
18O;26;0.155556
18P;26;0.0869565
18Q;29;0.163265
18R;39;0.105263
18S;24;0.130435
18T;35;0.126984
18U;22;0.176471
18V;30;0.178571
18W;31;0.203704
18X;26;0.121951
18Y;47;0.0752688
18Z;30;0.157895
190;40;0.177215
191;52;0.242105
192;8;0.0588235
193;13;0.259259
194;31;0.170213
195;43;0.1875
196;21;0.0606061
197;41;0.155844
198;29;0.181818
199;31;0.0847458
19A;21;0.102564
19B;37;0.0810811
19C;21;0.0588235
19D;21;0.131579
19E;20;0
19F;35;0.142857
19G;25;0.130435
19H;26;0.12766
19J;23;0.2
19K;26;0.108696
19L;35;0.172414
19M;41;0.2
19N;14;0.233333
19O;52;0.04
19P;33;0.0634921
19Q;21;0.116279
19R;21;0.116279
19S;25;0.117647
19T;26;0.130435
19U;22;0.155556
19V;42;0.0752688
19W;10;0.238095
19X;29;0.0769231
19Y;22;0.131579
19Z;21;0.142857
1A0;29;0.0769231
1A1;26;0.116279
1A2;30;0.0727273
1A3;23;0.128205
1A4;21;0.121212
1A5;15;0.0769231
1A6;17;0.103448
1A7;13;0.05
1A8;27;0.173913
1A9;32;0.15
1AA;37;0.190476
1AB;9;0.05
1AC;7;0.0714286
1AD;19;0.111111
1AE;13;0.217391
1AF;33;0.109589
1AG;27;0.28125
1AH;45;0.179775
1AJ;16;0.0689655
1AK;37;0.122807
1AL;12;0.277778
1AM;32;0.103448
1AN;8;0
1AO;29;0.0943396
1AP;23;0.1
1AQ;43;0.130435
1AR;14;0.0666667
1AT;34;0.2
1AU;30;0.103448
1AV;21;0.0606061
1AW;26;0.117647
1AX;11;0.25
1AY;35;0.164179
1AZ;28;0.06
1B0;32;0.145161
1B1;25;0.0833333
1B2;26;0.130435
1B3;29;0.122449
1B4;27;0.137255
1B5;26;0.0869565
1B6;25;0.08
1B7;27;0.12963
1B8;30;0.113208
1B9;25;0.111111
1BA;21;0.142857
1BB;31;0.107143
1BC;36;0.101449
1BD;18;0.214286
1BE;32;0.129032
1BF;29;0.113208
1BG;38;0.114943
1BH;34;0.188406
1BI;41;0.113924
1BJ;23;0.0666667
1BK;31;0.131148
1BL;40;0.166667
1BM;32;0.140625
1BN;12;0.0869565
1BO;5;0.142857
1BP;5;0.0909091
1BQ;33;0.0793651
1BR;29;0.0689655
1BS;33;0.0819672
1BT;32;0.111111
1BU;38;0.111111
1BV;58;0.104348
1BW;16;0.138889
1BX;17;0.0645161
1BY;17;0.172414
1BZ;16;0.0666667
1C0;40;0.114286
1C1;28;0.16
1C2;26;0.14
1C3;21;0.139535
1C4;61;0.268519
1C5;41;0.234568
1C6;23;0.113636
1C7;30;0.0666667
1C8;29;0.0714286
1C9;33;0.131148
1CA;24;0.0350877
1CB;6;0
1CC;23;0.131579
1CD;30;0
1CE;20;0.0571429
1CF;14;0.1
1CG;34;0.163636
1CH;24;0.104167
1CI;12;0.05
1CJ;14;0.111111
1CK;16;0.111111
1CL;15;0.0454545
1CM;18;0.142857
1CN;22;0.133333
1CO;10;0.190476
1CP;48;0.125
1CQ;27;0.0851064
1CR;103;0.115789
1CS;23;0.166667
1CT;25;0.179487
1CU;2;0
1CV;58;0.245283
1CW;11;0.0555556
1CX;24;0.162162
1CY;17;0.03125
1CZ;58;0.25
1D0;29;0.18
1D1;24;0.06
1D2;24;0.046875
1D4;25;0.0447761
1D5;31;0.12766
1D6;36;0.1
1D8;38;0.105263
1D9;38;0.125
1DA;19;0.0571429
1DB;14;0.257143
1DC;24;0.136364
1DD;20;0.0606061
1DE;34;0.0980392
1DF;15;0.136364
1DG;56;0.159574
1DH;7;0
1DI;22;0.1
1DJ;10;0.111111
1DK;33;0.101695
1DL;31;0.1
1DM;39;0.141026
1DN;30;0.0784314
1DO;13;0.263158
1DP;23;0.1
1DQ;9;0.0833333
1DR;18;0.0322581
1DS;34;0.2
1DT;24;0.133333
1DU;8;0.125
1DV;10;0.0666667
1DW;10;0.0666667
1DX;45;0.197531
1DY;33;0.155172
1DZ;21;0.0810811
1E0;26;0.148936
1E1;11;0.16
1E2;23;0.186047
1E3;13;0.25
1E4;51;0.211765
1E5;21;0.15625
1E6;29;0.22449
1E7;23;0.189189
1E8;33;0.0983607
1E9;59;0.146789
1EA;31;0.0892857
1EB;15;0.153846
1EC;17;0.243243
1ED;23;0.0930233
1EE;22;0.18
1EF;33;0.163934
1EG;33;0.178571
1EH;28;0.133333
1EI;32;0.185185
1EJ;26;0.0789474
1EK;26;0.121951
1EL;21;0
1EM;31;0.3125
1EN;27;0.0869565
1EO;25;0.0638298
1EP;21;0.0869565
1EQ;22;0.0714286
1ER;17;0.0571429
1ES;13;0.0714286
1ET;28;0.118644
1EU;24;0.139535
1EV;28;0.127273
1EW;30;0.138462
1EX;17;0.26087
1EY;17;0.272727
1EZ;24;0.0980392
1F0;49;0.118812
1F1;12;0.05
1F2;56;0.0725806
1F3;60;0.0846154
1F4;58;0.0692308
1F5;44;0.09
1F6;30;0.115385
1F7;38;0.302326
1F8;16;0.133333
1FA;42;0.150685
1FB;22;0.075
1FC;24;0.131579
1FD;13;0.142857
1FE;15;0.115385
1FF;15;0.0769231
1FG;27;0.0961538
1FH;49;0.0947368
1FJ;25;0.0731707
1FK;19;0.0606061
1FL;18;0.0740741
1FM;26;0.0204082
1FN;34;0.111111
1FO;24;0.162162
1FP;8;0.0555556
1FQ;24;0.162162
1FR;29;0.12963
1FS;31;0.190476
1FT;27;0.117647
1FV;34;0.162162
1FW;28;0.115385
1FX;29;0.113208
1FY;27;0.127273
1FZ;29;0.166667
1G0;28;0.0769231
1G1;46;0.229167
1G2;14;0.173913
1G3;17;0.162162
1G4;23;0.0888889
1G5;40;0.209877
1G6;51;0.223301
1G7;25;0.0888889
1G8;14;0.142857
1G9;17;0.0625
1GA;17;0
1GB;26;0.0833333
1GC;31;0.156863
1GD;21;0.157895
1GE;38;0.0714286
1GG;33;0.134328
1GH;31;0.0714286
1GJ;28;0.0869565
1GK;23;0.146341
1GL;11;0.04
1GM;23;0.0789474
1GN;12;0.04
1GO;18;0.185185
1GP;10;0.222222
1GQ;25;0.113636
1GR;25;0.0909091
1GS;25;0.0909091
1GT;25;0.119048
1GU;25;0.119048
1GV;21;0.0512821
1GW;43;0.152778
1GZ;54;0.25
1H1;11;0.285714
1H2;22;0.0731707
1H3;22;0.0731707
1H4;33;0.15942
1H5;28;0.136364
1H6;27;0.113636
1H7;27;0.113636
1H8;26;0.113636
1HA;61;0.214953
1HB;11;0.192308
1HC;5;0.111111
1HD;9;0.2
1HE;54;0.255102
1HF;28;0.0731707
1HG;31;0.12766
1HH;31;0.12766
1HJ;30;0.12766
1HK;23;0.0909091
1HL;30;0.12766
1HM;31;0.148936
1HN;14;0.0434783
1HO;29;0.136364
1HP;18;0.03125
1HQ;28;0.136364
1HR;16;0.12
1HS;11;0.227273
1HT;51;0.192661
1HU;13;0.107143
1HV;32;0.15
1HW;31;0.115385
1HX;21;0.142857
1HZ;32;0.122807
1IG;29;0.105263
1IN;45;0.161616
1IP;16;0.269231
1IQ;23;0.0714286
1IR;25;0.0869565
1IS;25;0.0869565
1IT;13;0
1IU;33;0.222222
1J1;17;0.222222
1J2;33;0.0735294
1J3;40;0.0987654
1J4;40;0.0897436
1J5;23;0.0666667
1J6;24;0.0833333
1J9;33;0.185185
1JB;35;0.126984
1JC;39;0.0972222
1JD;33;0.155172
1JE;22;0.097561
1JF;23;0.129032
1JG;20;0.142857
1JH;27;0.130435
1JJ;8;0.125
1JK;17;0.129032
1JL;27;0.130435
1JM;16;0.172414
1JN;22;0.0666667
1JO;30;0.288136
1JP;31;0.275862
1JQ;17;0.129032
1JR;21;0.0555556
1JS;31;0.245614
1JT;23;0.0625
1JU;23;0.0444444
1JV;34;0.101695
1JX;12;0
1JY;47;0.216867
1JZ;12;0.130435
1K0;27;0.117647
1K3;31;0.0819672
1K4;19;0.288889
1K5;19;0.0625
1K6;12;0.2
1K7;15;0.138889
1K9;32;0.169811
1KA;7;0.285714
1KC;12;0.24
1KG;34;0.0813953
1KH;14;0.192308
1KJ;14;0.275862
1KL;32;0.140351
1KM;15;0.214286
1KN;16;0.0588235
1KO;26;0.0833333
1KP;14;0
1KR;41;0.232558
1KS;37;0.0923077
1KT;38;0.108108
1KU;36;0.115942
1KV;30;0.121212
1KX;21;0.0952381
1KY;36;0.119403
1KZ;35;0.15625
1L1;16;0.147059
1L2;55;0.281481
1L4;32;0.133333
1L5;12;0.0952381
1L6;31;0.0967742
1L7;20;0.176471
1L8;34;0.129032
1L9;70;0.281609
1LA;69;0.283237
1LB;16;0.148148
1LC;24;0.15
1LD;9;0
1LE;33;0.174603
1LF;29;0.12963
1LG;31;0.113208
1LH;28;0.189655
1LI;34;0.135135
1LJ;27;0.148936
1LL;23;0.0869565
1LM;11;0
1LN;10;0.0952381
1LP;10;0.1
1LQ;11;0
1LR;19;0.129032
1LS;26;0.14
1LT;30;0.12963
1LU;9;0.15
1LW;14;0
1LX;10;0
1LY;10;0
1LZ;11;0.05
1M0;43;0.123457
1M1;23;0.0243902
1M2;11;0.047619
1M3;36;0.108108
1M4;20;0
1M5;26;0.0204082
1M6;27;0.04
1M7;25;0.0204082
1M8;28;0.14
1M9;33;0.126984
1MA;24;0.0952381
1MB;31;0.108696
1MC;9;0
1MD;27;0.102041
1ME;9;0.157895
1MF;47;0.188889
1MG;25;0.0930233
1MH;12;0.136364
1MJ;11;0.0555556
1MK;28;0.0508475
1ML;40;0.139241
1MM;26;0.190476
1MN;29;0.0754717
1MO;29;0.0754717
1MQ;36;0.111111
1MR;8;0.0588235
1MS;23;0.171429
1MT;34;0.106061
1MU;23;0.189189
1MV;26;0.116279
1MW;24;0.2
1MX;27;0.177778
1MY;30;0.127273
1MZ;6;0
1N;43;0.168675
1N0;20;0.170732
1N1;33;0.129032
1N2;16;0.103448
1N3;30;0.172414
1N4;14;0.148148
1N5;12;0.24
1N6;30;0.0925926
1N7;43;0.12381
1N8;41;0.16
1N9;50;0.16
1NA;16;0.121212
1NB;12;0.142857
1ND;26;0.0816327
1NE;24;0.0909091
1NF;27;0.0816327
1NG;27;0.0961538
1NH;35;0.212121
1NI;58;0.210084
1NJ;39;0.166667
1NK;41;0.146667
1NL;39;0.169014
1NM;27;0.170213
1NN;29;0.169811
1NO;28;0.16
1NP;11;0
1NQ;33;0.16129
1NR;27;0.125
1NS;25;0.125
1NT;25;0.261905
1NU;32;0.106383
1NV;35;0.117647
1NW;41;0.131148
1NX;31;0.133333
1NY;30;0.0892857
1NZ;41;0.1
1O0;38;0.105263
1O1;30;0.142857
1O2;53;0.285714
1O3;28;0.139535
1O5;29;0.0943396
1O6;29;0.116667
1O8;22;0.0888889
1O9;35;0.114286
1OA;26;0.0851064
1OB;29;0.130435
1OC;37;0.106061
1OD;45;0.182927
1OG;27;0.166667
1OH;16;0.0606061
1OJ;41;0.162162
1OK;38;0.15493
1OL;14;0.176471
1OM;26;0.0925926
1ON;10;0
1OO;34;0.125
1OP;19;0.225
1OQ;20;0.137931
1OR;28;0.109091
1OS;15;0.111111
1OT;17;0.1
1OU;16;0.137931
1OV;13;0.222222
1OX;21;0.0555556
1OY;37;0.157143
1P0;28;0.222222
1P1;86;0
1P2;86;0
1P3;10;0.04
1P4;31;0.238095
1P5;29;0.103448
1P6;26;0.0888889
1P7;11;0
1P8;11;0
1P9;30;0.127273
1PA;16;0.172414
1PB;16;0.121212
1PC;18;0.0444444
1PD;35;0.133333
1PE;16;0.351351
1PF;31;0.0882353
1PG;17;0.35
1PH;29;0.12
1PI;14;0.125
1PJ;14;0.111111
1PK;14;0
1PL;17;0.0243902
1PM;35;0.140625
1PN;20;0.243243
1PO;38;0.178571
1PP;27;0.122449
1PQ;19;0.146341
1PR;37;0.223881
1PS;13;0.166667
1PT;9;0
1PU;23;0.0952381
1PV;39;0.132353
1PW;28;0.283582
1PX;42;0.302752
1PY;12;0.15
1PZ;38;0.298969
1Q0;44;0.300885
1Q1;17;0.1
1Q2;17;0.16129
1Q3;24;0.0952381
1Q4;18;0.0555556
1Q5;24;0.109091
1Q6;24;0.16
1Q7;24;0.16
1Q8;11;0.15
1Q9;18;0.138889
1QA;28;0.181818
1QB;13;0.0740741
1QC;34;0.1875
1QE;30;0.163636
1QF;34;0.181818
1QG;25;0.0638298
1QJ;20;0.0882353
1QK;29;0.114754
1QL;28;0.229167
1QM;24;0.0454545
1QN;22;0.097561
1QO;20;0.111111
1QP;14;0.12
1QQ;9;0.166667
1QR;28;0.113208
1QS;30;0.125
1QT;37;0.0588235
1QU;44;0.152941
1QV;17;0.05
1QW;19;0.291667
1QX;22;0.301887
1QY;24;0.305085
1QZ;32;0.1
1R0;31;0.105263
1R1;26;0.307692
1R2;20;0.133333
1R3;34;0.282051
1R4;32;0.296296
1R5;19;0.0322581
1R6;41;0.0574713
1R7;34;0.102941
1R8;36;0.0609756
1R9;28;0.142857
1RA;30;0.160714
1RB;22;0.102564
1RC;25;0.113636
1RD;35;0.25
1RE;32;0.1875
1RF;12;0.25
1RG;33;0.16129
1RH;41;0.115385
1RK;40;0.103896
1RL;65;0.0687023
1RM;75;0.0789474
1RN;27;0.159091
1RO;24;0.1
1RP;24;0.131579
1RQ;38;0.0833333
1RR;50;0.158416
1RS;18;0.0277778
1RT;11;0.0625
1RU;33;0.0847458
1RV;18;0.214286
1RY;28;0.190476
1RZ;27;0.190476
1S0;28;0.177778
1S1;21;0.179487
1S3;15;0.037037
1S5;23;0.14
1S6;28;0.137255
1S7;24;0.195122
1S8;36;0.125
1S9;33;0.160714
1SA;10;0.0714286
1SB;21;0.157895
1SC;21;0.111111
1SD;15;0.0714286
1SE;28;0.159091
1SF;17;0.0740741
1SG;34;0.142857
1SH;9;0.222222
1SJ;23;0.183673
1SL;28;0.186441
1SM;25;0.166667
1SN;28;0.169492
1SO;28;0.152542
1SP;7;0.166667
1SQ;11;0
1SS;15;0.0238095
1ST;36;0.0298507
1SU;39;0.180328
1SV;14;0.027027
1SW;39;0.183333
1SX;21;0.097561
1SY;45;0.0266667
1SZ;89;0.215569
1T4;20;0.0555556
1T5;45;0.116279
1T6;38;0.0857143
1T7;35;0.0769231
1T8;53;0.136364
1T9;34;0.294118
1TA;31;0.030303
1TB;27;0.177778
1TC;34;0.142857
1TD;20;0.0606061
1TE;25;0.102041
1TJ;24;0
1TL;23;0.1
1TM;20;0.0571429
1TN;23;0.177778
1TP;32;0.169492
1TQ;19;0.151515
1TR;27;0.0816327
1TS;47;0.202381
1TT;30;0.0714286
1TU;18;0.0645161
1TW;25;0.116279
1TX;13;0.259259
1TY;23;0.142857
1TZ;26;0.115385
1U0;30;0.185185
1U1;13;0.117647
1U2;23;0.121951
1U3;20;0.15625
1U4;35;0.235294
1U5;14;0.0344828
1U6;13;0.08
1U7;17;0.025
1U8;20;0.189189
1U9;24;0.108696
1UA;19;0.0810811
1UC;13;0.210526
1UD;29;0.107143
1UE;22;0.0540541
1UF;32;0.173077
1UG;26;0.0454545
1UH;30;0.0535714
1UJ;17;0.142857
1UK;24;0.105263
1UL;33;0.0677966
1UN;40;0.136364
1UO;32;0.0535714
1UP;20;0.138889
1UQ;18;0.1875
1UR;20;0.0625
1US;21;0.162791
1UT;20;0.0540541
1UV;27;0.0392157
1UW;22;0.105263
1UX;32;0.15873
1UZ;19;0.0666667
1V0;20;0.0645161
1V1;18;0.0344828
1V2;31;0.118644
1V3;18;0.0344828
1V4;18;0.0344828
1V5;34;0.0923077
1V6;19;0.0857143
1V8;20;0.030303
1V9;25;0.145833
1VA;26;0.163265
1VB;28;0.14
1VC;28;0.176471
1VD;29;0.132075
1VE;25;0.121951
1VF;26;0.0612245
1VG;22;0.0571429
1VI;35;0.15873
1VJ;21;0.2
1VK;14;0.0909091
1VL;28;0.0727273
1VM;28;0.0408163
1VN;29;0.0408163
1VO;28;0.0408163
1VP;26;0.27451
1VQ;16;0.192308
1VR;9;0.142857
1VS;32;0.180328
1VT;34;0.1875
1VU;52;0.244681
1VV;33;0.0793651
1VW;35;0.0757576
1VX;33;0.0746269
1VY;23;0.125
1VZ;24;0.0833333
1W0;22;0.0487805
1W1;26;0.0681818
1W2;26;0.0681818
1W3;24;0.0454545
1W4;30;0.107143
1W5;23;0.131579
1W6;25;0.2
1W7;24;0.0869565
1W8;39;0.15625
1W9;22;0.189189
1WA;23;0.097561
1WB;14;0.136364
1WC;13;0.0434783
1WD;10;0.0666667
1WE;10;0.0869565
1WF;12;0.111111
1WG;10;0
1WH;25;0.108696
1WJ;29;0.107143
1WK;28;0.0943396
1WL;31;0.192308
1WM;34;0.175439
1WN;35;0.166667
1WO;23;0.0196078
1WP;23;0.0454545
1WQ;26;0.06
1WS;27;0.14
1WT;33;0.0819672
1WU;20;0.0857143
1WV;21;0.288462
1WW;23;0.189189
1WX;27;0.189189
1WY;30;0.132075
1WZ;23;0.0888889
1X0;11;0.24
1X1;13;0.04
1X2;15;0.21875
1X3;52;0.100917
1X4;12;0.130435
1X5;24;0.155556
1X6;12;0.238095
1X7;14;0.047619
1X8;16;0.08
1X9;16;0.242424
1XA;13;0.0416667
1XB;27;0.0625
1XC;43;0.138889
1XD;30;0.125
1XE;52;0.25
1XF;17;0.222222
1XG;16;0.235294
1XH;23;0.0377358
1XJ;65;0.142857
1XL;23;0.15
1XM;11;0
1XN;11;0
1XO;29;0.150943
1XP;31;0.160714
1XQ;37;0.128571
1XS;16;0.0869565
1XT;37;0.126984
1XU;38;0.133333
1XV;48;0.120879
1XW;13;0.0344828
1XX;9;0
1XY;11;0
1Y0;39;0.114943
1Y1;65;0.145161
1Y2;13;0.0769231
1Y3;15;0.0882353
1Y4;12;0.037037
1Y5;11;0
1Y6;10;0.0666667
1Y7;18;0.235294
1Y8;7;0.1
1Y9;15;0.121212
1YA;34;0.186441
1YC;45;0.0266667
1YD;45;0.0266667
1YE;21;0.0540541
1YF;37;0.151515
1YG;27;0.153846
1YH;38;0.117647
1YJ;32;0.175439
1YK;38;0.0526316
1YL;21;0
1YM;30;0.173913
1YN;49;0.11828
1YO;15;0.107143
1YP;33;0.16
1YQ;29;0.170213
1YR;30;0.170213
1YS;39;0.138889
1YT;38;0.144737
1YU;39;0.138889
1YV;24;0.148936
1YW;22;0.113636
1YX;29;0.137931
1YY;35;0.102941
1YZ;25;0.136364
1Z0;42;0.2
1Z1;47;0.259615
1Z6;13;0.0434783
1Z7;42;0.228261
1Z8;15;0.0869565
1ZB;18;0.21875
1ZC;16;0.115385
1ZD;54;0.289256
1ZG;34;0.208955
1ZK;59;0.2
1ZN;24;0.169811
1ZQ;22;0.0571429
1ZT;10;0.222222
1ZV;42;0.0851064
1ZW;12;0.2
1ZZ;36;0.216216
200;13;0.130435
201;24;0.097561
202;4;0
203;12;0
204;13;0.136364
205;20;0.0689655
207;18;0.0789474
208;31;0.140351
209;14;0
20A;28;0.125
20B;18;0.0333333
20C;22;0.0571429
20D;18;0.0344828
20E;34;0.0617284
20F;26;0.0731707
20G;25;0.1875
20H;24;0.177778
20J;14;0
20K;24;0.0909091
20L;15;0.1
20M;34;0.0909091
20N;16;0.16129
20O;27;0.125
20P;18;0.117647
20Q;28;0.0754717
20R;28;0.12766
20S;32;0.188406
20T;45;0.150685
20U;40;0.0958904
20V;39;0.160714
20W;41;0.108108
20X;24;0.139535
20Y;25;0.136364
20Z;29;0.104167
210;13;0.173913
211;10;0.25
212;14;0.192308
213;47;0.123457
214;52;0.111111
215;34;0.107692
216;30;0.129032
217;8;0.210526
218;19;0.102564
219;20;0.15
21A;26;0.0731707
21B;20;0.0697674
21C;25;0.148936
21D;18;0.0740741
21E;23;0.0681818
21F;26;0.16
21G;29;0.0769231
21H;5;0.2
21J;29;0.127273
21K;24;0.152174
21L;42;0.133333
21M;24;0.155556
21N;27;0.152174
21O;27;0.186047
21P;27;0.0535714
21Q;29;0.157895
21R;26;0.153846
21S;27;0.145833
21T;31;0.0909091
21U;24;0.156863
21V;32;0.169492
21W;28;0.163265
21X;22;0.131579
21Y;24;0.152174
21Z;25;0.121951
220;19;0.315789
221;23;0.21875
222;37;0.116667
223;19;0.0789474
224;20;0.128205
225;25;0.133333
226;15;0
227;34;0.0746269
228;31;0.118644
229;19;0.166667
22A;17;0.15625
22B;54;0.170543
22C;22;0.146341
22E;29;0.0588235
22F;15;0.0833333
22G;23;0.173913
22H;24;0.266667
22J;18;0.192308
22K;24;0.0425532
22L;16;0.0384615
22M;19;0.0555556
22N;20;0.159091
22O;24;0.139535
22P;15;0.166667
22Q;14;0.0769231
22S;24;0.139535
22T;18;0.0606061
22U;27;0.150943
22W;14;0.115385
22X;36;0.168675
22Y;26;0.111111
22Z;27;0.207547
230;34;0.135593
231;11;0.05
232;57;0.0983607
233;24;0.22
234;30;0.166667
235;30;0.172414
237;37;0.138462
238;28;0.0652174
239;24;0.113636
23A;10;0.0625
23B;9;0.111111
23C;29;0.106383
23D;27;0.0925926
23E;47;0.0989011
23F;12;0.0952381
23G;27;0.0930233
23H;38;0.162162
23I;49;0.2
23J;12;0.111111
23K;36;0.131579
23L;37;0.133333
23M;19;0.0555556
23N;15;0.192308
23P;11;0.227273
23Q;27;0.0701754
23R;33;0.0487805
23S;14;0.12
23T;28;0.173913
23U;33;0.140625
23V;24;0.139535
23W;8;0.2
23X;41;0.2
23Y;45;0.0853659
23Z;45;0.134831
240;38;0.153846
241;38;0.153846
242;31;0.0980392
243;21;0.269231
244;20;0.0909091
245;17;0.142857
246;18;0.16129
247;15;0.125
24A;33;0.109375
24B;10;0.0625
24D;25;0.133333
24E;27;0.0652174
24F;34;0.166667
24G;52;0.219048
24H;21;0.166667
24I;21;0.216216
24K;25;0.12963
24L;42;0.133333
24M;16;0.128205
24O;17;0.131579
24P;20;0.116279
24Q;36;0.142857
24R;30;0.0877193
24S;26;0.155556
24T;7;0
24U;23;0.166667
24V;31;0.0645161
24W;11;0
24X;35;0.166667
24Y;26;0.0697674
24Z;27;0.212766
250;17;0.162162
251;24;0.136364
252;18;0.230769
253;25;0.0434783
254;30;0.05
255;31;0.103448
256;14;0.136364
258;10;0.157895
259;11;0.111111
25A;67;0.141593
25B;34;0.171429
25D;37;0.12
25E;24;0.136364
25F;18;0.0344828
25G;34;0.121212
25H;20;0.171429
25K;20;0.0769231
25L;75;0.162602
25N;17;0.075
25O;17;0.0333333
25P;27;0.173077
25Q;25;0.0697674
25R;8;0
25S;44;0.128205
25T;7;0
25U;25;0.111111
25V;22;0.075
25W;11;0
25X;18;0.0731707
25Y;18;0.0731707
25Z;25;0.128205
260;10;0.0666667
261;10;0.1
262;13;0.15
263;11;0.1
264;10;0.166667
265;8;0.0909091
266;7;0.222222
267;11;0.1
268;10;0.15
269;11;0.136364
26A;21;0.075
26B;37;0.148649
26C;17;0.0769231
26D;8;0
26E;17;0.0833333
26F;42;0.164384
26G;18;0.111111
26J;30;0.0862069
26K;20;0.128205
26L;27;0.0555556
26M;28;0.132075
26N;46;0.135802
26O;24;0.136364
26P;13;0.26087
26Q;28;0.113208
26R;26;0.125
26S;39;0.146667
26T;13;0.238095
26U;25;0.166667
26V;27;0.12069
26W;25;0.132075
26Y;25;0.117647
26Z;26;0.116279
270;10;0
271;9;0.1
272;18;0.0344828
273;8;0.05
274;39;0.0821918
275;9;0
276;32;0.14
277;23;0.111111
278;8;0.0555556
279;28;0.153846
27A;19;0.102564
27B;14;0.0454545
27C;18;0.194444
27D;31;0.0740741
27E;21;0
27F;19;0.0666667
27G;23;0.204545
27H;26;0.0689655
27I;26;0.0980392
27J;23;0
27K;14;0.178571
27L;15;0.0810811
27M;18;0.0689655
27N;19;0.0967742
27O;21;0.0666667
27P;21;0.130435
27Q;26;0.275862
27R;20;0.121212
27S;25;0.142857
27U;28;0.160714
27V;25;0.142857
27W;12;0.147059
27X;20;0.0588235
27Y;9;0
27Z;20;0.125
280;8;0.0714286
281;33;0.166667
282;8;0.0666667
283;20;0.131579
284;8;0
285;8;0
286;9;0.0526316
287;34;0.142857
288;25;0.156863
289;14;0.0714286
28A;16;0.0714286
28B;16;0.08
28C;20;0.108108
28D;30;0.137255
28E;21;0.027027
28F;28;0.156863
28G;31;0.172414
28H;10;0.130435
28I;25;0.104167
28J;9;0.142857
28K;11;0.190476
28L;36;0.102941
28M;34;0.101449
28N;15;0
28O;19;0.0769231
28P;24;0.2
28Q;32;0.125
28R;33;0.0983607
28S;15;0.115385
28T;19;0.15
28U;16;0.170732
28V;32;0.114754
28W;35;0.2
28X;18;0.257143
28Y;13;0
28Z;41;0.231884
290;11;0
291;20;0.179487
292;22;0.119048
293;13;0.0740741
294;30;0.14
295;14;0.130435
296;16;0.148148
297;14;0.268293
298;14;0.212121
299;16;0.16
29A;31;0.156863
29B;18;0.0666667
29C;50;0.258824
29D;59;0.277228
29E;21;0.142857
29F;21;0.0487805
29G;12;0
29H;12;0
29J;19;0.0888889
29K;33;0.0882353
29L;25;0.0869565
29M;36;0.126761
29N;18;0.153846
29O;21;0.272727
29P;31;0.214286
29Q;20;0.0277778
29R;26;0.215686
29S;35;0.0958904
29T;29;0.145833
29U;24;0.16
29V;23;0.1
29W;28;0.145833
29X;25;0.0851064
29Y;30;0.122807
29Z;31;0.118644
2A0;16;0.243902
2A1;5;0.0769231
2A2;19;0.128205
2A3;5;0.0769231
2A4;62;0.119048
2A5;29;0.16
2A6;24;0.104167
2A7;10;0.0555556
2A8;24;0.0444444
2A9;11;0.0952381
2AA;44;0.166667
2AB;12;0.130435
2AC;9;0
2AD;19;0.0571429
2AE;10;0.0555556
2AF;8;0
2AG;8;0.1875
2AH;50;0.171717
2AI;6;0
2AJ;57;0.101695
2AK;13;0
2AL;11;0.133333
2AM;23;0.102564
2AN;21;0.0833333
2AO;8;0.181818
2AP;7;0
2AQ;11;0
2AR;22;0.1
2AS;10;0.166667
2AT;25;0.155556
2AU;21;0.111111
2AV;57;0.101695
2AW;25;0.319149
2AX;21;0.0263158
2AY;35;0.09375
2AZ;36;0.142857
2B0;16;0.142857
2B1;26;0.139535
2B2;21;0.171429
2B3;28;0.22449
2B4;15;0.181818
2B5;28;0.142857
2B6;28;0.155556
2B7;28;0.169811
2B8;19;0.139535
2B9;25;0.146341
2BA;44;0.027027
2BB;24;0.203704
2BC;25;0.102564
2BD;27;0.145833
2BE;22;0.125
2BF;19;0.138889
2BG;11;0.05
2BH;13;0.2
2BI;19;0.111111
2BJ;30;0.14
2BK;23;0.190476
2BL;21;0.184211
2BM;3;0
2BN;10;0
2BO;23;0.190476
2BP;10;0
2BQ;16;0.142857
2BR;8;0
2BS;15;0.115385
2BT;26;0.16
2BU;29;0.169811
2BV;25;0.148148
2BW;14;0.242424
2BX;12;0.0740741
2BY;15;0.142857
2BZ;25;0.0526316
2C0;14;0.153846
2C1;29;0.22
2C2;14;0.0434783
2C3;37;0.16129
2C4;27;0.142857
2C5;33;0.150943
2C6;34;0.126984
2C7;24;0.0851064
2C8;33;0.125
2C9;9;0
2CA;37;0.142857
2CB;28;0.118644
2CC;31;0.0833333
2CD;32;0.129032
2CE;37;0.275362
2CF;25;0.215686
2CG;14;0.173913
2CH;8;0
2CJ;31;0.121212
2CK;10;0
2CL;12;0.111111
2CM;9;0
2CN;27;0.218182
2CO;9;0.266667
2CP;54;0.244898
2CQ;10;0
2CR;35;0.0379747
2CS;41;0.125
2CT;25;0.181818
2CU;29;0.125
