LigandID;heavyAtomSize;flexibility
BRB;9;0.0625
BRC;15;0.297297
BRD;17;0.0625
BRE;27;0.0652174
BRF;28;0.0652174
BRG;12;0
BRH;13;0.15
BRI;11;0.04
BRJ;4;0.125
BRK;25;0.113636
BRL;25;0.152174
BRM;5;0.142857
BRN;21;0.135135
BRO;1;1
BRP;5;0.111111
BRQ;23;0.108108
BRR;13;0.259259
BRS;22;0.117647
BRT;10;0.0666667
BRU;21;0.117647
BRV;16;0.1
BRW;22;0
BRX;20;0.21875
BRY;21;0
BRZ;23;0.0638298
BS1;26;0.0333333
BS2;31;0.0588235
BS3;1;1
BS4;19;0.125
BS5;38;0.15493
BS7;22;0.0731707
BS8;17;0.037037
BSA;15;0.192308
BSB;20;0.142857
BSC;14;0.225806
BSD;47;0.184783
BSE;8;0.1875
BSF;15;0.185185
BSG;18;0.2
BSH;25;0.181818
BSI;28;0.08
BSJ;74;0.2
BSM;27;0.12766
BSO;17;0.147059
BSP;36;0.0851064
BST;31;0.166667
BSU;16;0.137931
BSV;18;0.121212
BSW;16;0.0384615
BSX;10;0.1
BSY;4;0
BSZ;13;0.1
BT1;39;0.139241
BT2;38;0.135802
BT3;39;0.135802
BT5;38;0.157143
BT6;7;0
BT7;15;0.16129
BT8;28;0.122807
BT9;20;0.129032
BTA;8;0.166667
BTB;14;0.25
BTC;7;0.153846
BTD;22;0.0810811
BTE;10;0
BTF;39;0.171429
BTG;30;0.127273
BTH;41;0.213333
BTI;15;0.15625
BTJ;72;0.274648
BTK;15;0.264706
BTL;7;0.111111
BTM;14;0.138889
BTN;16;0.151515
BTO;20;0.1875
BTP;13;0.16
BTQ;16;0.151515
BTR;16;0.107143
BTS;17;0.172414
BTT;10;0
BTU;23;0.108696
BTV;29;0.157895
BTW;14;0.142857
BTX;37;0.15493
BTY;12;0
BTZ;21;0.236842
BU1;6;0.2
BU2;6;0.133333
BU3;6;0.0666667
BU4;6;0.133333
BU5;16;0.0740741
BU6;23;0.097561
BU7;19;0.114286
BU8;10;0
BU9;6;0.0666667
BUA;6;0.153846
BUB;7;0.176471
BUC;12;0.269231
BUD;6;0.0666667
BUE;29;0.21875
BUF;28;0.0151515
BUG;9;0.0952381
BUH;34;0.117647
BUI;28;0.277778
BUJ;28;0.273973
BUK;43;0.244186
BUL;35;0.2
BUM;10;0.12
BUN;20;0.0909091
BUO;6;0.0909091
BUP;30;0.177778
BUQ;6;0.153846
BUR;32;0.160714
BUT;4;0.0769231
BUU;24;0.170732
BUV;39;0.136364
BUW;22;0.104167
BUY;38;0.126984
BV1;80;0.189873
BV2;84;0.214286
BV3;104;0.227723
BV4;126;0.265625
BV5;25;0.177778
BV7;11;0.115385
BV8;80;0.221477
BVA;14;0.0416667
BVB;17;0.0689655
BVC;7;0.0714286
BVD;19;0.0909091
BVE;36;0.104478
BVF;8;0
BVG;7;0.0769231
BVH;10;0.0416667
BVJ;41;0.147059
BVK;12;0.130435
BVL;25;0.125
BVM;51;0.144444
BVN;30;0.220339
BVP;23;0.131579
BVQ;89;0.149171
BVR;40;0.177215
BVS;15;0.12
BVT;80;0.213333
BVV;29;0.113208
BVY;27;0.148148
BVZ;31;0.0847458
BW1;28;0.111111
BW2;34;0.181818
BW4;41;0.121951
BW5;16;0.0769231
BW7;30;0.112903
BW8;34;0.203704
BWA;29;0.14
BWB;16;0.129032
BWD;15;0.130435
BWE;35;0.186441
BWG;20;0.108108
BWH;62;0.201923
BWM;18;0.114286
BWP;29;0.163636
BWQ;38;0.108434
BWS;19;0.285714
BWV;16;0.27027
BWW;28;0.113636
BWY;34;0.0694444
BX1;28;0.111111
BX2;30;0.0877193
BX3;34;0.119403
BX4;17;0.0666667
BX7;34;0.190476
BXA;5;0.142857
BXB;21;0.117647
BXC;30;0.2
BXD;40;0.15
BXF;10;0
BXG;25;0.128205
BXJ;45;0.103448
BXK;21;0.282051
BXL;25;0.204082
BXM;43;0.107143
BXO;6;0.142857
BXP;19;0.0526316
BXQ;37;0.123288
BXR;15;0.115385
BXS;18;0.103448
BXT;13;0.230769
BXV;31;0.166667
BXW;14;0.0454545
BXX;10;0.05
BXY;10;0.05
BXZ;19;0.0344828
BY1;14;0.130435
BY2;19;0.146341
BY4;12;0
BY5;15;0.1
BY6;103;0.240196
BY7;26;0.150943
BY8;28;0.0754717
BYA;14;0.2
BYB;29;0.0784314
BYC;56;0.232323
BYD;14;0.181818
BYE;24;0.105263
BYG;40;0.287671
BYH;23;0.0952381
BYJ;21;0.148936
BYK;27;0.0784314
BYM;19;0.0384615
BYN;37;0.0985915
BYP;29;0.163636
BYR;14;0.125
BYS;25;0.155556
BYT;25;0.222222
BYV;23;0.166667
BYX;16;0.214286
BYY;16;0.151515
BYZ;6;0
BZ0;25;0.116279
BZ1;23;0.155556
BZ2;12;0.0526316
BZ3;11;0.047619
BZ4;48;0.177215
BZ5;23;0.0731707
BZ6;25;0.108696
BZ7;40;0.2125
BZ8;23;0.105263
BZ9;36;0.09375
BZA;21;0
BZB;12;0.05
BZC;20;0.0857143
BZD;23;0.142857
BZE;14;0.0416667
BZF;9;0
BZG;30;0.132075
BZH;19;0.176471
BZI;9;0
BZJ;14;0.0434783
BZK;16;0.222222
BZM;16;0.137931
BZN;29;0.15873
BZO;10;0.166667
BZP;9;0.0526316
BZQ;14;0.08
BZR;21;0
BZS;15;0.185185
BZT;38;0.115385
BZU;23;0.155556
BZW;28;0.113208
BZX;10;0
BZY;29;0.192982
BZZ;9;0.105263
C;21;0.111111
C00;25;0.0465116
C01;31;0.142857
C02;30;0.111111
C03;40;0.136364
C04;30;0.191489
C05;22;0.162791
C07;24;0.0222222
C08;29;0.193548
C09;18;0.0882353
C0A;25;0.195122
C0D;19;0.23913
C0E;18;0.153846
C0G;24;0.183673
C0H;15;0.0833333
C0J;18;0.16129
C0K;20;0.176471
C0L;38;0.189873
C0M;34;0.121212
C0P;25;0.113636
C0Q;31;0
C0R;25;0.0344828
C0S;27;0.175
C0T;38;0.147059
C0V;18;0.103448
C0W;15;0.0833333
C0Y;19;0.0731707
C0Z;33;0.0793651
C10;29;0.351351
C11;18;0.28
C12;22;0.146341
C13;23;0.209302
C14;14;0.255814
C15;22;0.254237
C16;20;0.0625
C17;22;0.114286
C18;23;0.121951
C19;30;0.0350877
C1A;24;0.217391
C1B;39;0.151515
C1C;26;0.0697674
C1D;31;0.142857
C1E;17;0.153846
C1F;17;0.181818
C1G;27;0.22807
C1H;30;0.26087
C1I;35;0.025974
C1J;20;0.285714
C1K;17;0.0731707
C1L;24;0.0612245
C1M;12;0.0555556
C1N;40;0.234568
C1O;2;0
C1P;37;0.192308
C1Q;50;0.254098
C1R;11;0.142857
C1S;11;0.285714
C1T;18;0.129032
C1V;26;0.0731707
C1W;26;0.128205
C1X;25;0.215686
C1Y;20;0.0930233
C1Z;40;0.2
C20;41;0.204301
C21;8;0.0833333
C22;7;0.166667
C23;27;0.109091
C24;37;0.173913
C25;21;0.111111
C26;13;0.233333
C27;26;0.0943396
C28;32;0.183333
C29;14;0.0384615
C2A;9;0.0588235
C2B;9;0.0588235
C2C;3;0
C2D;31;0.138462
C2E;46;0.0263158
C2F;33;0.166667
C2G;30;0.192308
C2H;2;0
C2J;22;0.1
C2K;36;0.0757576
C2L;26;0.163265
C2M;17;0.0357143
C2N;7;0.166667
C2O;3;0
C2P;21;0.111111
C2Q;28;0.0740741
C2R;22;0.135135
C2S;20;0.114286
C2T;11;0.185185
C2U;12;0.0625
C2V;28;0.134615
C2W;34;0.0793651
C2X;106;0.0421053
C2Y;13;0.0869565
C2Z;15;0.0909091
C30;53;0.211864
C31;25;0.170213
C32;21;0.114286
C33;33;0.0941176
C34;21;0.131579
C35;55;0.222222
C36;23;0.121951
C37;21;0.114286
C38;21;0.114286
C39;35;0.243902
C3A;41;0.1875
C3B;19;0.0571429
C3D;31;0.0909091
C3E;32;0.0701754
C3F;25;0.113636
C3G;22;0.111111
C3H;19;0.261905
C3J;32;0.0847458
C3K;34;0.169014
C3M;26;0.14
C3O;34;0.104651
C3P;21;0.111111
C3Q;40;0.172043
C3R;33;0.109589
C3S;32;0.0864198
C3T;35;0.139241
C3V;30;0.0555556
C3W;18;0.2
C3X;14;0.137931
C3Y;12;0.217391
C3Z;28;0.08
C40;33;0.25
C41;39;0.217391
C42;20;0.111111
C43;25;0.173913
C44;42;0.136364
C45;22;0.153846
C46;23;0.097561
C47;35;0.189873
C48;30;0.22807
C49;23;0.102564
C4A;38;0.202703
C4B;20;0.0588235
C4C;20;0.146341
C4D;30;0.15493
C4E;16;0.0689655
C4F;18;0.0882353
C4G;16;0.277778
C4H;27;0.2
C4J;29;0.153846
C4K;31;0.0892857
C4L;13;0.259259
C4M;27;0.142857
C4N;30;0.109091
C4P;32;0.206349
C4Q;23;0.0384615
C4R;15;0.09375
C4S;20;0.114286
C4T;29;0.115385
C4V;32;0.15942
C4W;17;0.129032
C4X;15;0.15625
C4Y;26;0.153846
C4Z;40;0.11236
C50;23;0.139535
C51;29;0.105263
C52;29;0.0638298
C53;14;0.0454545
C54;8;0.0625
C56;25;0.153846
C57;25;0.153846
C58;30;0.101695
C5A;12;0.0869565
C5B;12;0.0869565
C5C;13;0.178571
C5D;33;0.121212
C5E;14;0
C5G;36;0.142857
C5H;43;0.123596
C5I;23;0.097561
C5J;7;0.181818
C5K;44;0.119565
C5L;26;0.163265
C5M;35;0.157143
C5N;43;0.102273
C5P;21;0.111111
C5Q;22;0.0789474
C5S;11;0.294118
C5V;30;0.113208
C5W;35;0.104478
C5X;16;0.171429
C5Z;36;0.114286
C60;51;0.206897
C61;34;0.231707
C62;23;0.0857143
C63;26;0.294118
C64;25;0.121951
C65;20;0.147059
C66;24;0.229167
C67;17;0.294118
C68;21;0.282051
C69;23;0.097561
C6A;36;0.142857
C6B;21;0.111111
C6C;14;0.16129
C6D;16;0.285714
C6G;27;0.155556
C6H;29;0.107692
C6J;17;0.129032
C6K;29;0.118644
C6L;15;0.272727
C6M;19;0.162162
C6N;69;0.151899
C6P;22;0.205128
C6Q;46;0.245455
C6S;23;0.0888889
C6T;29;0.16
C6V;33;0.113208
C6W;20;0.204545
C6Z;16;0.08
C70;26;0.0851064
C71;34;0.138889
C72;26;0.0833333
C73;25;0.130435
C75;24;0.102564
C77;40;0.1125
C78;46;0.175824
C7B;30;0.178571
C7C;16;0.142857
C7H;22;0
C7J;39;0.166667
C7K;27;0.259259
C7L;43;0.191011
C7M;37;0.171429
C7N;23;0
C7P;10;0.047619
C7Q;32;0.0655738
C7R;20;0.114286
C7S;20;0.114286
C7T;36;0.0746269
C7U;43;0.166667
C7V;29;0.12766
C7W;49;0.191489
C7Y;27;0.117647
C7Z;42;0.10101
C80;37;0.2
C81;35;0.116667
C82;13;0.0952381
C84;45;0.158537
C85;23;0.0833333
C87;31;0.142857
C88;26;0.0754717
C8B;31;0.0892857
C8C;19;0.0857143
C8D;42;0.176471
C8E;21;0.333333
C8F;49;0.25
C8G;27;0.132075
C8H;30;0.0909091
C8J;38;0.164384
C8K;21;0.121212
C8L;96;0
C8M;26;0.117647
C8N;27;0.0784314
C8P;48;0.25
C8Q;26;0.0869565
C8R;36;0
C8S;24;0.0701754
C8V;26;0.18
C8W;31;0.173077
C8Y;16;0.185185
C8Z;20;0.05
C90;32;0.163934
C91;29;0.0980392
C92;27;0.145455
C93;19;0.0857143
C94;27;0.102564
C95;22;0.0882353
C96;24;0.0769231
C98;34;0.209677
C99;17;0.133333
C9A;41;0.108108
C9B;21;0.05
C9D;25;0.191489
C9E;14;0.12
C9G;24;0.05
C9H;11;0.208333
C9J;25;0.05
C9K;8;0.190476
C9M;14;0.142857
C9N;9;0.166667
C9P;30;0.152174
C9Q;21;0.108108
C9T;11;0.214286
C9V;107;0.294355
C9Y;28;0.0930233
CA;1;1
CA0;26;0.139535
CA1;7;0.1875
CA2;22;0.133333
CA3;66;0.241935
CA4;29;0.0483871
CA5;64;0.234783
CA6;53;0.237113
CA7;36;0.154762
CA8;58;0.228571
CA9;30;0.0945946
CAA;54;0.25
CAB;11;0.210526
CAC;5;0
CAD;5;0
CAE;10;0
CAF;11;0.181818
CAG;43;0.173913
CAH;12;0
CAI;59;0.108527
CAJ;54;0.25
CAK;16;0.0967742
CAL;20;0.156863
CAM;11;0
CAN;9;0.222222
CAO;49;0.241379
CAP;21;0.264706
CAQ;8;0
CAR;21;0.111111
CAS;10;0.190476
CAT;16;0.22449
CAU;22;0.130435
CAV;20;0.142857
CAW;27;0.122449
CAX;13;0.0645161
CAY;11;0.263158
CAZ;31;0.196078
CB0;4;0
CB1;18;0.148148
CB2;22;0.111111
CB3;35;0.2
CB4;22;0.216216
CB5;23;0
CB6;24;0.0909091
CB7;33;0.101695
CB8;29;0.115385
CB9;26;0.170213
CBA;26;0.209302
CBB;32;0.121212
CBC;27;0.153846
CBD;51;0.118421
CBE;16;0.1
CBF;15;0.0714286
CBG;4;0.111111
CBH;15;0.290323
CBI;23;0.0869565
CBJ;26;0.0731707
CBK;23;0.0869565
CBL;19;0.236842
CBM;4;0
CBN;49;0.122222
CBO;41;0.0631579
CBP;28;0.14
CBQ;17;0.153846
CBR;21;0.114286
CBS;29;0.137931
CBT;22;0.135135
CBU;12;0
CBV;22;0.111111
CBW;34;0.0119048
CBX;3;0
CBY;68;0.142857
CBZ;10;0.166667
CC0;43;0.192771
CC1;45;0.146067
CC2;25;0.0434783
CC3;30;0.156863
CC4;7;0.166667
CC5;17;0.0333333
CC6;21;0.030303
CC7;20;0.0294118
CC8;7;0.142857
CCA;22;0.108696
CCB;12;0.1
CCC;24;0.102564
CCD;10;0.137931
CCE;10;0.166667
CCH;43;0.1
CCI;59;0.137097
CCK;28;0.117647
CCL;18;0.225
CCM;9;0.047619
CCN;3;0
CCO;17;0.16
CCP;8;0.166667
CCQ;58;0.238532
CCR;42;0.168675
CCS;11;0.263158
CCT;27;0.139535
CCU;10;0.2
CCV;15;0.137931
CCW;16;0.21875
CCX;35;0.149254
CCY;22;0.142857
CCZ;20;0.138889
CD;1;1
CD1;2;0
CD2;27;0.106383
CD3;4;0
CD4;84;0.334928
CD5;6;0
CD6;23;0.175
CD7;25;0.177778
CD8;24;0.170732
CD9;24;0.0769231
CDA;31;0.173077
CDB;32;0.157895
CDC;31;0.172414
CDD;32;0.176471
CDE;6;0.0555556
CDF;25;0.146341
CDG;18;0.0571429
CDH;24;0.282609
CDI;16;0.0357143
CDJ;19;0.03125
CDK;29;0.153846
CDL;100;0.337255
CDM;33;0.186441
CDN;77;0.321429
CDO;33;0.179104
CDP;25;0.146341
CDQ;25;0.0714286
CDR;9;0
CDS;33;0.181818
CDT;12;0.26087
CDU;20;0.222222
CDV;11;0.181818
CDW;19;0.117647
CDX;19;0.0833333
CDY;18;0.0625
CDZ;29;0.123077
CE;1;1
CE0;33;0.216667
CE1;37;0.361702
CE2;16;0.129032
CE3;30;0.183673
CE4;27;0.186047
CE5;56;0.116071
CE6;67;0.119403
CE7;10;0.157895
CE8;89;0.123596
CE9;40;0.366337
CEA;8;0.214286
CEB;17;0.1875
CEC;6;0.272727
CED;22;0.179487
CEE;9;0.111111
CEF;26;0.190476
CEG;17;0.03125
CEH;52;0.263158
CEI;31;0.127273
CEJ;7;0
CEK;36;0.0952381
CEL;26;0.0952381
CEM;14;0.291667
CEN;26;0.222222
CEO;22;0.189189
CEP;26;0.222222
CEQ;6;0.0526316
CER;16;0.235294
CES;26;0.181818
CET;17;0.1875
CEV;16;0.194444
CEW;26;0.173913
CEX;56;0.116071
CEY;67;0.119403
CEZ;24;0.173913
CF;1;1
CF0;2;0
CF1;23;0.142857
CF2;42;0.109589
CF3;21;0.25641
CF4;26;0.12766
CF5;24;0.0930233
CF6;64;0.152
CF7;40;0.136986
CF8;23;0.097561
CF9;25;0.108108
CFA;13;0.157895
CFB;20;0.0606061
CFC;19;0.0697674
CFD;10;0.125
CFE;20;0.0526316
CFF;14;0
CFG;32;0.147541
CFH;10;0.181818
CFI;10;0.125
CFJ;35;0.174603
CFK;18;0.133333
CFL;21;0.114286
CFM;17;0
CFN;18;0
CFO;4;0.333333
CFP;11;0
CFQ;21;0.175
CFS;17;0.138889
CFT;4;0
CFU;17;0.16129
CFV;18;0.1875
CFX;28;0.191489
CFY;33;0.12069
CFZ;21;0.114286
CG;17;0.09375
CG1;25;0.116279
CG2;40;0.115942
CG3;10;0.0625
CG4;38;0.138462
CG6;8;0.125
CG7;34;0.0892857
CG8;18;0.0909091
CG9;31;0.0701754
CGA;14;0.291667
CGB;12;0
CGC;24;0.0888889
CGD;10;0
CGE;21;0.102564
CGF;17;0.0967742
CGG;25;0.113636
CGH;12;0.103448
CGJ;15;0
CGK;43;0.162162
CGL;27;0.333333
CGM;41;0.0645161
CGN;8;0.0666667
CGO;48;0.12
CGP;38;0.119403
CGQ;26;0.142857
CGR;36;0
CGS;27;0.176471
CGT;26;0.145833
CGU;13;0.238095
CGV;12;0.25
CGW;17;0.103448
CGY;23;0.121951
CH;21;0.108108
CH0;102;0.133333
CH1;28;0.177778
CH2;1;0
CH3;1;0
CH4;13;0.28125
CH5;16;0.222222
CH6;24;0.159091
CH7;24;0.0930233
CH8;15;0.08
CH9;13;0.0416667
CHA;11;0.1
CHB;11;0.0625
CHC;30;0.0649351
CHD;29;0.0555556
CHF;18;0.135135
CHG;11;0.0769231
CHH;10;0.148148
CHI;31;0.122807
CHJ;21;0.0588235
CHK;24;0.2
CHL;66;0.159722
CHM;6;0.222222
CHN;9;0.04
CHO;32;0.0897436
CHP;13;0.0952381
CHQ;17;0.0606061
CHR;48;0.091954
CHS;15;0.138889
CHT;7;0.1
CHU;33;0.12963
CHV;21;0.0625
CHW;24;0.142857
CHX;6;0
CHZ;18;0
CI1;32;0.137931
CI2;23;0.0172414
CI3;29;0.127273
CI4;21;0.0588235
CI9;52;0.313131
CIA;29;0.0188679
CIB;27;0.253968
CIC;59;0.257143
CID;27;0.119048
CIE;27;0.209302
CIG;8;0
CIH;23;0.138889
CII;22;0.145833
CIJ;22;0.0606061
CIL;24;0.24
CIN;14;0.136364
CIO;25;0.115385
CIP;15;0
CIQ;37;0.113636
CIR;12;0.25
CIS;61;0.282895
CIT;13;0.25
CIU;17;0.114286
CIW;24;0.0769231
CIX;35;0.233766
CIY;13;0.130435
CIZ;9;0.142857
CJ1;23;0.102564
CJ2;28;0.155556
CJ3;14;0.0434783
CJ4;31;0.163934
CJ5;38;0.149254
CJ7;24;0.0851064
CJ8;16;0.257143
CJB;19;0.0588235
CJC;30;0.0754717
CJD;31;0.103448
CJE;10;0.190476
CJG;30;0.0555556
CJH;24;0.162791
CJJ;25;0.121951
CJK;23;0.146341
CJM;33;0.111111
CJN;22;0.0784314
CJO;23;0.133333
CJP;23;0.0769231
CJQ;29;0.0819672
CJT;28;0.0793651
CJV;52;0.154545
CJW;29;0.0784314
CJY;26;0.125
CJZ;19;0.103448
CK1;14;0.05
CK2;14;0.04
CK3;17;0.103448
CK4;24;0.102564
CK5;21;0.0810811
CK6;22;0.102564
CK7;23;0.108108
CK8;23;0.0909091
CK9;27;0.145455
CKA;15;0.0454545
CKB;20;0.0540541
CKC;10;0.2
CKD;43;0.139241
CKE;31;0.0724638
CKG;30;0.0677966
CKH;22;0.121951
CKI;18;0.129032
CKJ;29;0.114754
CKK;39;0.142857
CKM;44;0.134146
CKN;31;0.104478
CKP;17;0.142857
CKQ;31;0.0909091
CKR;24;0.0869565
CKS;44;0.134146
CKV;44;0.134146
CKW;28;0.0769231
CKY;44;0.134146
CKZ;29;0.0555556
CL;1;1
CL0;65;0.151724
CL1;65;0.151724
CL2;65;0.151724
CL3;26;0.0869565
CL4;34;0.125
CL5;9;0.294118
CL6;25;0.0888889
CL7;65;0.153846
CL8;27;0.27907
CL9;19;0.0606061
CLA;65;0.151724
CLB;23;0.214286
CLC;18;0.1875
CLD;23;0.214286
CLE;9;0.136364
CLF;15;0
CLG;19;0.315789
CLH;18;0.323529
CLI;19;0.137931
CLJ;73;0.145985
CLK;18;0.1875
CLL;47;0.166667
CLM;20;0.21875
CLN;44;0.0833333
CLO;1;1
CLP;16;0.04
CLQ;22;0.163265
CLR;28;0.0649351
CLS;26;0.181818
CLT;12;0.166667
CLU;14;0.0416667
CLV;13;0.125
CLW;11;0
CLX;6;0.166667
CLY;27;0.131148
CLZ;16;0.04
CM;4;0
CM0;26;0.166667
CM1;54;0.0727273
CM2;53;0.0747664
CM3;35;0.084507
CM4;33;0.0882353
CM5;34;0.141026
CM6;29;0.148936
CM7;44;0.144578
CM8;43;0.168675
CM9;24;0.173077
CMA;17;0.294118
CMB;32;0.122807
CMC;52;0.25
CMD;46;0.0823529
CME;11;0.285714
CMF;33;0.0895522
CMG;18;0.0810811
CMH;9;0.235294
CMI;32;0.111111
CMJ;43;0.3
CMK;36;0.140625
CML;15;0.28
CMM;41;0.177215
CMN;12;0.04
CMO;2;0
CMP;22;0.027027
CMQ;31;0.203125
CMR;20;0.108108
CMS;9;0.1875
CMT;8;0.1875
CMU;16;0.0714286
CMV;34;0.153846
CMW;24;0.204545
CMX;51;0.241758
CMY;11;0.269231
CMZ;19;0.116279
CN;2;0
CN1;15;0.166667
CN2;30;0.122807
CN3;55;0.336066
CN4;40;0.118421
CN5;41;0.336957
CN6;50;0.336449
CN7;41;0.121951
CN8;34;0.205882
CNA;44;0.141026
CNB;14;0
CNC;93;0.146597
CND;44;0.146667
CNE;44;0.246914
CNF;15;0
CNG;13;0.09375
CNH;6;0.0833333
CNI;17;0.1
CNK;26;0.0625
CNL;11;0
CNM;4;0
CNN;3;0
CNO;40;0.189189
CNP;23;0.173913
CNQ;20;0.0625
CNR;6;0.1
CNS;26;0.30137
CNT;15;0.148148
CNU;23;0.138889
CNV;4;0.125
CNW;19;0.111111
CNX;8;0.25
CNY;41;0.0449438
CNZ;35;0.25
CO;1;1
CO1;29;0.0649351
CO2;3;0
CO3;4;0
CO4;28;0.111111
CO5;6;0
CO6;53;0.237113
CO7;53;0.242105
CO8;57;0.256881
CO9;32;0.15
COA;48;0.232558
COB;92;0.139896
COC;22;0.111111
COD;44;0.222222
COE;32;0.178571
COF;55;0.255319
COG;25;0.104167
COH;43;0.097561
COI;9;0.166667
COJ;63;0.141732
COK;52;0.255319
COL;18;0.142857
COM;7;0.166667
CON;5;0
COO;53;0.242105
COP;42;0.194444
COQ;25;0.106383
COR;20;0.139535
COS;49;0.241379
COT;63;0.234783
COU;11;0
COV;32;0.0506329
COW;57;0.227723
COX;22;0.0789474
COY;106;0.147321
COZ;48;0.232558
CP;8;0.181818
CP0;43;0.0689655
CP1;20;0.216216
CP2;5;0.1
CP3;48;0.125
CP4;34;0.213115
CP5;15;0.190476
CP6;17;0.0645161
CP7;16;0.0645161
CP8;26;0.0612245
CP9;27;0.0638298
CPA;37;0.121212
CPB;28;0.0392157
CPC;9;0.1
CPD;48;0.258824
CPF;24;0.0666667
CPG;24;0.1
CPH;30;0.0892857
CPI;9;0.05
CPJ;30;0.2
CPK;32;0.133333
CPL;52;0.305344
CPM;16;0.15625
CPN;19;0.2
CPO;55;0.0707965
CPP;8;0.15
CPQ;60;0.181159
CPR;23;0.105263
CPS;42;0.126214
CPT;5;0
CPU;19;0.159091
CPV;19;0.145833
CPW;17;0.0967742
CPX;32;0.164384
CPY;19;0.113636
CPZ;12;0.05
CQ0;26;0.0943396
CQ1;25;0.142857
CQ2;23;0.119048
CQ3;26;0.14
CQ4;5;0
CQ5;34;0.135135
CQ6;22;0.0869565
CQ7;38;0.112676
CQ8;25;0.125
CQA;25;0.122449
CQB;21;0.282051
CQD;22;0.1
CQE;43;0.118421
CQG;7;0
CQH;34;0.184615
CQJ;8;0
CQK;15;0.136364
CQL;13;0
CQM;57;0.247525
CQN;27;0.15873
CQP;29;0.12963
CQQ;37;0.173913
CQR;20;0.117647
CQS;26;0.155556
CQT;23;0.159091
CQU;22;0.0789474
CQV;13;0.153846
CQW;19;0.030303
CQY;30;0.118644
CQZ;14;0.192308
CR;1;1
CR0;19;0.15
CR1;16;0.129032
CR2;20;0.117647
CR3;25;0.0816327
CR4;19;0.0606061
CR5;14;0.125
CR6;18;0.117647
CR7;25;0.166667
CR8;26;0.136364
CR9;28;0.0740741
CRA;19;0.142857
CRB;17;0.09375
CRC;12;0.258065
CRD;5;0.1
CRE;15;0.025641
CRF;25;0.111111
CRG;21;0.135135
CRH;28;0.0925926
CRI;31;0.142857
CRJ;33;0.210526
CRK;23;0.179487
CRL;28;0.152542
CRM;27;0.173913
CRN;9;0.176471
CRO;23;0.121951
CRP;20;0.128205
CRQ;25;0.166667
CRR;29;0.0833333
CRS;8;0
CRT;44;0.174757
CRU;25;0.170732
CRV;33;0.196721
CRW;14;0.12
CRX;15;0.107143
CRY;6;0.153846
CRZ;19;0.111111
CS;1;1
CS0;10;0.25
CS1;15;0.185185
CS2;13;0.208333
CS3;16;0.241379
CS4;19;0.21875
CS5;42;0.2
CS7;44;0.177778
CS8;57;0.261682
CS9;43;0.172414
CSA;11;0.238095
CSB;8;0.230769
CSC;28;0.215686
CSD;9;0.2
CSE;7;0.153846
CSF;42;0.162162
CSG;29;0.170213
CSH;20;0.157895
CSI;15;0.148148
CSJ;16;0.178571
CSK;9;0.235294
CSL;22;0.128205
CSM;25;0.136364
CSN;15;0.15
CSO;8;0.214286
CSP;11;0.222222
CSQ;37;0.125
CSR;11;0.222222
CSS;8;0.214286
CSU;11;0.235294
CSV;37;0.125
CSW;9;0.2
CSX;8;0.214286
CSY;22;0.131579
CSZ;8;0.214286
CT0;16;0.166667
CT1;22;0.22449
CT2;23;0.196078
CT3;34;0.102941
CT4;15;0.217391
CT5;26;0.0612245
CT6;24;0.0952381
CT7;21;0.0882353
CT8;24;0.097561
CT9;33;0.101449
CTA;53;0.108911
CTB;13;0.217391
CTC;33;0.0338983
CTD;17;0.0625
CTE;16;0.107143
CTF;28;0.0847458
CTG;23;0.097561
CTH;9;0.1875
CTI;26;0.0416667
CTJ;37;0.1875
CTK;17;0.2
CTL;12;0
CTM;29;0.169811
CTN;17;0.0645161
CTO;43;0.151163
CTP;29;0.173913
CTR;34;0.102941
CTS;13;0
CTT;45;0.111111
CTV;11;0.16
CTW;40;0.304348
CTX;28;0.135593
CTY;52;0.0650407
CTZ;33;0.0862069
CU;1;1
CU1;1;1
CU3;1;1
CU4;33;0.132075
CU5;21;0.0540541
CU6;38;0.113924
CU7;15;0.275862
CU8;19;0.0606061
CU9;48;0.0392157
CUA;2;0
CUB;11;0.238095
CUC;11;0.0769231
CUD;14;0.125
CUE;20;0
CUF;45;0.0888889
CUG;28;0.195652
CUH;17;0.0714286
CUK;6;0
CUL;3;0
CUM;5;0.2
CUN;5;0.2
CUO;4;0
CUP;21;0.0540541
CUQ;16;0.0740741
CUR;27;0.145833
CUS;18;0.0571429
CUT;16;0.0740741
CUV;9;0.2
CUW;11;0.208333
CUY;44;0.314961
CUZ;5;0
CV1;36;0
CV4;29;0.148936
CV7;34;0.038961
CV8;28;0.133333
CVA;42;0.127907
CVB;14;0.130435
CVC;24;0.1
CVD;30;0.169492
CVE;41;0.169014
CVF;21;0.153846
CVG;8;0
CVI;28;0.0666667
CVJ;25;0.16
CVK;29;0.103448
CVL;36;0.15493
CVM;33;0.133333
CVN;25;0.114286
CVP;34;0.164179
CVQ;39;0.149254
CVR;35;0
CVT;27;0.142857
CVU;11;0.181818
CVV;33;0.0757576
CVW;13;0.0714286
CVX;9;0.190476
CVZ;45;0.208791
CW1;46;0.106796
CW2;20;0.333333
CW4;20;0.0526316
CW5;32;0.142857
CW7;44;0.09
CWA;21;0.0540541
CWB;23;0.06
CWC;24;0.145833
CWD;15;0.130435
CWE;20;0.0294118
CWG;17;0.0645161
CWH;36;0.211765
